Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Player-additional
161,Eric Gordon,SG,27,NOP,45,1481,13.5,0.565,0.533,0.226,0.7,6.9,3.7,12.7,1.4,0.8,10.7,20.3,1.7,0.4,2.1,0.069,0.9,-1.0,-0.1,0.7,gordoer01
162,Marcin Gortat,C,31,WAS,75,2256,19.0,0.592,0.001,0.271,10.8,26.3,18.4,7.5,1.0,3.4,12.4,18.9,4.2,3.1,7.3,0.156,0.5,0.1,0.6,1.5,gortama01
163,Andrew Goudelock,PG,27,HOU,8,50,12.4,0.506,0.45,0.2,2.2,2.2,2.2,13.3,5.9,3.3,24.3,24.8,-0.1,0.1,0.0,-0.033,-5.4,1.8,-3.6,0.0,goudean01
164,Jerami Grant,PF,21,PHI,77,2066,12.6,0.506,0.244,0.538,5.0,14.3,9.5,10.4,1.3,4.7,12.9,18.0,0.5,1.6,2.1,0.05,-2.1,0.4,-1.7,0.1,grantje01
165,Jerian Grant,PG,23,NYK,76,1265,11.2,0.479,0.256,0.315,2.0,10.2,6.2,21.8,2.0,0.6,16.3,19.0,-0.2,1.0,0.8,0.03,-2.8,-0.3,-3.1,-0.3,grantje02
166,Danny Green,SG,28,SAS,79,2062,10.5,0.492,0.622,0.082,2.7,13.6,8.4,9.3,2.0,2.4,11.4,14.6,0.2,4.1,4.2,0.099,-1.0,2.1,1.1,1.6,greenda02
167,Draymond Green,PF,25,GSW,81,2808,19.3,0.587,0.315,0.402,5.5,23.0,14.7,29.0,2.0,3.0,21.2,18.8,6.0,5.1,11.1,0.19,2.6,2.9,5.5,5.3,greendr01
168,Erick Green,PG,24,TOT,9,42,12.4,0.468,0.385,0.154,8.4,8.2,8.3,11.0,1.3,0.0,0.0,15.2,0.1,0.0,0.1,0.121,-1.6,-0.4,-1.9,0.0,greener01
168,Erick Green,PG,24,DEN,3,7,0.9,0.0,1.0,0.0,0.0,16.1,7.9,18.3,0.0,0.0,0.0,6.2,0.0,0.0,0.0,-0.082,-7.4,-1.1,-8.5,0.0,greener01
168,Erick Green,PG,24,UTA,6,35,14.7,0.505,0.333,0.167,10.1,6.7,8.3,9.6,1.5,0.0,0.0,17.0,0.1,0.0,0.1,0.162,-0.4,-0.2,-0.6,0.0,greener01
169,Gerald Green,SG,30,MIA,69,1557,10.1,0.491,0.443,0.157,1.9,9.7,5.9,5.6,1.3,0.9,6.8,19.8,0.3,1.4,1.7,0.052,-2.1,-0.9,-3.1,-0.4,greenge01
170,JaMychal Green,PF,25,MEM,78,1446,14.6,0.52,0.091,0.277,10.5,19.3,14.7,7.7,1.6,2.1,13.0,19.8,1.2,1.4,2.6,0.086,-1.5,-1.0,-2.5,-0.2,greenja01
171,Jeff Green,SF,29,TOT,80,2253,13.0,0.51,0.258,0.267,3.6,13.3,8.3,10.0,1.3,1.5,9.2,20.2,1.3,1.7,3.1,0.065,-0.8,-0.9,-1.8,0.1,greenje02
171,Jeff Green,SF,29,MEM,53,1544,13.4,0.517,0.244,0.278,3.9,14.4,8.9,10.5,1.3,1.1,9.9,20.2,1.2,1.0,2.2,0.067,-0.4,-1.0,-1.4,0.2,greenje02
171,Jeff Green,SF,29,LAC,27,709,12.0,0.496,0.288,0.243,3.0,10.9,7.0,8.9,1.3,2.3,7.5,20.4,0.1,0.8,0.9,0.061,-1.8,-0.7,-2.5,-0.1,greenje02
172,Blake Griffin,PF,26,LAC,35,1170,22.1,0.544,0.03,0.322,4.8,22.3,13.7,27.2,1.2,1.1,10.8,29.8,2.2,1.6,3.8,0.156,3.4,1.1,4.5,1.9,griffbl01
173,Jorge Gutiérrez,PG,27,CHO,12,63,19.1,0.694,0.182,1.0,0.0,12.3,6.1,40.3,2.4,0.0,27.5,15.6,0.2,0.1,0.3,0.201,-0.3,0.8,0.6,0.0,gutiejo01
174,P.J. Hairston,SF,23,TOT,66,1313,6.9,0.47,0.591,0.157,2.1,12.8,7.3,4.4,1.2,0.7,8.6,16.4,-0.6,1.1,0.6,0.021,-3.8,-0.7,-4.5,-0.8,hairspj02
174,P.J. Hairston,SF,23,CHO,48,938,7.4,0.486,0.623,0.152,2.1,13.0,7.5,4.7,1.3,0.6,7.5,15.3,-0.1,1.0,0.9,0.044,-3.5,0.0,-3.5,-0.4,hairspj02
174,P.J. Hairston,SF,23,MEM,18,375,5.7,0.438,0.523,0.167,2.0,12.4,7.0,3.8,1.1,1.0,10.7,19.0,-0.5,0.2,-0.3,-0.039,-4.5,-2.5,-7.0,-0.5,hairspj02
175,Jordan Hamilton,SF,25,NOP,11,304,12.4,0.499,0.388,0.181,4.2,18.9,11.3,12.9,1.3,0.8,12.0,20.7,0.0,0.2,0.2,0.03,-1.6,-1.7,-3.3,-0.1,hamiljo02
176,Tyler Hansbrough,PF,30,CHO,44,343,12.5,0.522,0.042,0.915,12.6,15.8,14.2,3.5,1.8,1.7,10.8,14.7,0.5,0.5,1.0,0.134,-3.5,-0.3,-3.8,-0.1,hansbty01
177,Tim Hardaway Jr.,SG,23,ATL,51,864,11.7,0.563,0.536,0.211,0.9,9.8,5.4,8.9,1.2,0.6,7.4,16.2,0.9,1.0,1.9,0.105,-1.1,0.2,-0.9,0.2,hardati02
178,James Harden,SG,26,HOU,82,3125,25.3,0.598,0.406,0.518,2.2,15.6,8.8,35.4,2.2,1.4,15.9,32.5,10.7,2.6,13.3,0.204,6.4,0.2,6.6,6.8,hardeja01
179,Maurice Harkless,SF,22,POR,78,1457,13.3,0.541,0.341,0.27,7.5,13.3,10.4,6.9,1.7,1.9,11.9,15.6,1.6,1.3,2.9,0.096,-0.5,0.0,-0.5,0.5,harklma01
180,Justin Harper,PF,26,DET,5,35,6.9,0.597,0.9,0.2,0.0,3.2,1.6,0.0,1.4,0.0,15.5,16.0,0.0,0.0,0.0,0.039,-2.3,-1.9,-4.2,0.0,harpeju01
181,Montrezl Harrell,PF,22,HOU,39,379,14.6,0.635,0.011,0.511,7.2,11.7,9.5,7.2,1.4,2.4,13.4,14.5,0.7,0.2,0.9,0.118,-0.5,-0.1,-0.6,0.1,harremo01
182,Devin Harris,PG,32,DAL,64,1280,13.1,0.559,0.422,0.374,1.5,10.3,5.9,14.5,2.4,0.8,13.2,17.9,1.2,1.3,2.5,0.095,-1.4,1.5,0.1,0.7,harride01
183,Gary Harris,SG,21,DEN,76,2439,12.7,0.566,0.388,0.174,2.4,7.7,5.0,9.5,2.0,0.6,10.6,16.5,2.8,1.2,4.0,0.079,-0.6,-0.2,-0.9,0.7,harriga01
184,Joe Harris,SG,24,CLE,5,15,3.4,0.375,1.0,0.0,0.0,22.5,11.3,18.2,0.0,0.0,20.0,15.1,0.0,0.0,0.0,-0.032,-5.0,-0.9,-5.9,0.0,harrijo01
185,Tobias Harris,PF,23,TOT,76,2513,16.2,0.56,0.269,0.273,4.1,18.6,11.2,10.6,1.3,1.3,9.8,19.3,4.1,2.5,6.6,0.126,1.2,0.3,1.5,2.2,harrito02
185,Tobias Harris,PF,23,ORL,49,1610,15.0,0.55,0.279,0.283,4.8,18.9,11.8,9.3,1.5,1.4,11.4,18.9,1.7,1.6,3.3,0.099,0.5,0.1,0.6,1.0,harrito02
185,Tobias Harris,PF,23,DET,27,903,18.2,0.577,0.253,0.259,2.9,18.0,10.2,12.9,1.0,1.0,7.2,20.2,2.3,0.9,3.3,0.174,2.4,0.7,3.1,1.2,harrito02
186,Aaron Harrison,SG,21,CHO,21,93,4.3,0.371,0.526,0.632,4.7,13.1,8.8,3.0,3.2,0.0,14.1,13.7,-0.2,0.1,0.0,-0.014,-7.2,0.9,-6.3,-0.1,harriaa01
187,Udonis Haslem,PF,35,MIA,37,260,9.1,0.434,0.148,0.262,4.5,27.4,16.3,7.6,1.0,0.6,6.8,12.8,0.0,0.4,0.4,0.072,-3.2,0.6,-2.6,0.0,hasleud01
188,Spencer Hawes,PF,27,CHO,57,1035,12.4,0.508,0.333,0.212,5.3,20.6,12.9,16.3,1.1,2.1,14.8,17.1,0.6,1.4,1.9,0.09,-1.6,1.0,-0.6,0.3,hawessp01
189,Chuck Hayes,C,32,HOU,2,24,1.6,0.694,0.0,1.0,0.0,37.0,18.4,11.3,0.0,0.0,51.0,10.5,0.0,0.0,0.0,-0.016,-8.6,0.4,-8.1,0.0,hayesch01
190,Gordon Hayward,SF,25,UTA,80,2893,18.3,0.559,0.341,0.397,2.5,13.5,8.0,18.2,1.7,0.8,12.5,25.7,5.5,3.4,8.9,0.147,2.4,0.2,2.6,3.3,haywago01
191,Gerald Henderson,SG,28,POR,72,1431,12.9,0.526,0.257,0.276,2.3,13.7,8.0,8.2,1.4,1.0,10.3,20.2,1.0,1.0,2.0,0.068,-1.1,-0.7,-1.8,0.1,hendege02
192,John Henson,C,25,MIL,57,960,18.6,0.58,0.003,0.402,10.4,15.8,13.2,9.0,1.0,9.7,15.7,19.1,1.2,1.1,2.3,0.117,-1.2,1.3,0.2,0.5,hensojo01
193,Mario Hezonja,SF,20,ORL,79,1413,9.4,0.541,0.459,0.129,2.2,11.8,6.9,11.2,1.4,1.0,18.0,16.9,-0.1,1.0,0.9,0.029,-2.4,-0.7,-3.1,-0.4,hezonma01
194,Roy Hibbert,C,29,LAL,81,1878,11.2,0.507,0.005,0.353,7.3,15.8,11.4,8.0,0.9,4.6,13.8,12.9,1.1,1.0,2.2,0.056,-3.5,0.2,-3.2,-0.6,hibbero01
195,J.J. Hickson,C,27,TOT,35,436,16.8,0.514,0.006,0.665,9.8,24.1,16.8,8.7,1.7,2.6,11.1,22.6,0.3,0.5,0.8,0.088,-1.1,0.0,-1.1,0.1,hicksjj01
195,J.J. Hickson,C,27,DEN,20,305,15.8,0.508,0.0,0.541,7.9,24.0,15.8,8.7,1.6,3.2,10.6,21.6,0.1,0.4,0.5,0.077,-1.6,0.4,-1.1,0.1,hicksjj01
195,J.J. Hickson,C,27,WAS,15,131,18.9,0.528,0.022,0.957,14.2,24.4,19.2,8.5,1.9,1.2,12.1,24.8,0.1,0.2,0.3,0.114,0.0,-1.1,-1.0,0.0,hicksjj01
196,Nenê,PF,33,WAS,57,1094,16.8,0.564,0.008,0.482,5.2,21.6,13.2,14.1,2.4,1.9,14.0,21.6,1.1,1.6,2.7,0.12,-1.3,1.6,0.4,0.6,hilarne01
197,George Hill,PG,29,IND,74,2524,13.2,0.555,0.425,0.203,2.5,10.3,6.5,15.5,1.6,0.5,11.1,15.8,3.4,2.8,6.2,0.118,0.1,0.7,0.7,1.7,hillge01
198,Jordan Hill,C,28,IND,73,1513,16.4,0.534,0.002,0.228,11.3,21.2,16.3,9.5,1.2,2.0,13.2,20.3,1.6,2.3,3.9,0.124,-0.7,0.0,-0.7,0.5,hilljo01
199,Solomon Hill,SF,24,IND,59,866,12.2,0.543,0.356,0.202,4.9,15.9,10.5,9.6,2.1,1.0,12.7,13.2,0.8,1.3,2.1,0.117,-1.1,1.2,0.1,0.5,hillso01
200,Darrun Hilliard,SG,22,DET,38,383,10.7,0.511,0.382,0.305,1.4,11.9,6.4,10.9,1.2,0.2,11.3,19.1,0.2,0.3,0.5,0.066,-1.9,-0.5,-2.5,0.0,hillida01
201,Kirk Hinrich,PG,35,TOT,46,631,7.2,0.504,0.481,0.124,1.4,10.2,5.9,16.0,1.2,0.2,18.1,11.6,0.1,0.5,0.6,0.044,-3.9,0.5,-3.5,-0.2,hinriki01
201,Kirk Hinrich,PG,35,CHI,35,555,7.3,0.528,0.475,0.136,1.4,9.5,5.5,15.0,1.2,0.1,17.8,12.0,0.2,0.4,0.6,0.048,-3.9,0.3,-3.6,-0.2,hinriki01
201,Kirk Hinrich,PG,35,ATL,11,76,6.2,0.227,0.545,0.0,1.5,15.4,8.6,23.8,1.3,1.0,21.4,8.2,-0.1,0.1,0.0,0.019,-4.3,1.8,-2.5,0.0,hinriki01
202,Jrue Holiday,PG,25,NOP,65,1831,19.7,0.529,0.277,0.231,1.6,10.5,5.9,37.3,2.4,1.0,14.0,28.9,2.2,1.2,3.4,0.089,2.7,-0.6,2.1,1.9,holidjr01
203,Justin Holiday,SG,26,TOT,53,773,9.4,0.489,0.461,0.162,1.7,10.5,6.2,10.7,2.1,1.8,13.8,16.2,-0.3,0.9,0.6,0.04,-3.3,0.1,-3.1,-0.2,holidju01
203,Justin Holiday,SG,26,ATL,26,263,4.7,0.407,0.616,0.137,1.7,9.3,5.6,5.9,2.4,1.2,14.4,15.4,-0.5,0.4,-0.1,-0.021,-6.1,0.4,-5.6,-0.2,holidju01
203,Justin Holiday,SG,26,CHI,27,510,11.8,0.527,0.387,0.174,1.7,11.1,6.5,13.2,1.9,2.1,13.5,16.6,0.2,0.5,0.8,0.072,-1.9,0.0,-1.9,0.0,holidju01
204,Ryan Hollins,C,31,TOT,37,460,12.3,0.636,0.0,0.532,11.2,13.2,12.1,3.3,0.7,4.2,19.8,11.8,0.6,0.3,1.0,0.1,-2.8,-1.0,-3.7,-0.2,holliry01
204,Ryan Hollins,C,31,WAS,5,48,7.2,0.571,0.0,0.0,16.0,9.5,12.8,0.0,0.0,1.7,30.0,9.1,0.0,0.0,0.0,0.04,-3.0,-3.2,-6.1,-0.1,holliry01
204,Ryan Hollins,C,31,MEM,32,412,12.9,0.641,0.0,0.583,10.6,13.6,12.0,3.7,0.7,4.5,18.8,12.1,0.6,0.3,0.9,0.107,-2.8,-0.7,-3.5,-0.2,holliry01
205,Rondae Hollis-Jefferson,SF,21,BRK,29,615,14.2,0.519,0.101,0.377,7.0,21.4,14.1,10.1,3.2,2.1,13.9,13.5,0.5,0.7,1.2,0.094,-1.4,2.2,0.8,0.4,holliro01
206,Richaun Holmes,PF,22,PHI,51,702,15.9,0.564,0.198,0.333,9.3,11.7,10.5,8.0,1.3,4.3,11.2,17.9,1.0,0.5,1.5,0.103,-1.1,-0.4,-1.5,0.1,holmeri01
207,Rodney Hood,SG,23,UTA,79,2541,14.1,0.542,0.462,0.206,1.8,10.5,6.1,14.4,1.5,0.5,10.5,21.5,3.4,2.5,6.0,0.112,0.7,0.0,0.7,1.7,hoodro01
208,Al Horford,C,29,ATL,82,2631,19.4,0.565,0.244,0.123,6.3,18.2,12.4,16.7,1.3,3.6,8.8,20.6,4.9,4.5,9.4,0.172,2.2,1.6,3.8,3.9,horfoal01
209,Dwight Howard,C,30,HOU,71,2280,18.9,0.604,0.01,0.79,11.4,29.1,20.2,7.0,1.5,4.1,17.0,18.4,3.5,3.1,6.6,0.138,0.3,-0.2,0.1,1.2,howardw01
210,Marcelo Huertas,PG,32,LAL,53,869,10.4,0.488,0.265,0.126,2.2,9.2,5.6,33.9,1.5,0.6,24.8,16.3,-0.2,0.1,-0.1,-0.006,-2.7,-2.2,-5.0,-0.7,huertma01
211,Josh Huestis,PF,24,OKC,5,55,6.7,0.509,0.5,0.333,4.2,15.0,9.9,0.0,0.9,2.8,17.9,13.0,0.0,0.1,0.0,0.01,-2.2,-0.6,-2.8,0.0,huestjo01
212,Kris Humphries,PF,30,TOT,53,835,13.1,0.517,0.366,0.285,7.5,21.5,14.4,6.6,0.9,2.2,10.3,19.5,0.5,1.1,1.6,0.093,-1.6,-0.4,-2.0,0.0,humphkr01
212,Kris Humphries,PF,30,WAS,28,466,11.8,0.524,0.424,0.196,6.1,21.8,13.8,5.0,0.3,2.4,10.4,18.0,0.3,0.5,0.7,0.073,-1.4,-0.9,-2.3,0.0,humphkr01
212,Kris Humphries,PF,30,PHO,4,74,13.5,0.367,0.278,0.222,15.8,31.5,23.5,14.8,2.0,2.2,9.2,25.0,-0.1,0.1,0.0,0.012,-1.1,-1.6,-2.7,0.0,humphkr01
212,Kris Humphries,PF,30,ATL,21,295,14.9,0.555,0.307,0.446,7.6,18.5,13.1,6.9,1.7,1.9,10.4,20.4,0.4,0.5,0.9,0.143,-2.2,0.8,-1.4,0.0,humphkr01
213,R.J. Hunter,SG,22,BOS,36,315,7.7,0.48,0.643,0.071,0.7,12.0,6.2,5.9,2.2,1.0,9.8,15.1,-0.1,0.4,0.3,0.045,-3.1,1.0,-2.1,0.0,hunterj01
214,Serge Ibaka,PF,26,OKC,78,2500,13.9,0.533,0.212,0.139,6.5,16.2,11.6,3.9,0.8,4.5,10.5,17.6,2.5,3.0,5.5,0.105,-0.6,0.0,-0.6,0.8,ibakase01
215,Andre Iguodala,SF,32,GSW,65,1732,12.2,0.565,0.418,0.226,3.4,12.4,8.2,16.3,2.0,0.8,16.3,12.1,2.3,2.1,4.4,0.122,-0.2,1.3,1.1,1.4,iguodan01
216,Ersan ?lyasova,PF,28,TOT,74,1881,14.2,0.526,0.392,0.233,8.1,15.6,11.7,5.6,1.4,1.4,8.9,18.6,2.4,2.0,4.4,0.113,0.2,-0.4,-0.2,0.9,ilyaser01
216,Ersan ?lyasova,PF,28,DET,52,1434,14.1,0.53,0.423,0.215,7.3,14.5,10.7,6.1,1.3,1.4,9.6,18.7,1.8,1.5,3.3,0.111,0.4,0.1,0.5,0.9,ilyaser01
216,Ersan ?lyasova,PF,28,ORL,22,447,14.7,0.515,0.288,0.294,11.0,19.1,15.0,4.0,1.6,1.1,6.5,18.3,0.6,0.5,1.1,0.117,-0.5,-1.9,-2.4,0.0,ilyaser01
217,Joe Ingles,SF,28,UTA,81,1241,10.3,0.572,0.722,0.062,1.8,12.4,7.1,12.1,2.3,0.3,17.9,13.5,0.7,1.6,2.3,0.089,-1.4,1.6,0.2,0.7,inglejo01
218,Damien Inglis,SF,20,MIL,20,156,6.7,0.444,0.351,0.216,1.5,21.1,11.4,9.0,2.0,1.6,21.4,14.9,-0.2,0.2,-0.1,-0.024,-4.9,-0.6,-5.6,-0.1,inglida01
219,Kyrie Irving,PG,23,CLE,53,1667,19.9,0.54,0.298,0.217,3.0,7.6,5.3,26.6,1.7,0.9,11.4,29.5,3.2,1.7,5.0,0.143,3.2,-0.8,2.3,1.8,irvinky01
220,Jarrett Jack,PG,32,BRK,32,1027,14.5,0.505,0.285,0.313,1.0,14.1,7.4,35.0,1.7,0.6,18.8,21.7,0.5,0.4,0.9,0.043,0.0,-0.7,-0.7,0.3,jackja01
221,Reggie Jackson,PG,25,DET,79,2424,19.6,0.535,0.268,0.271,2.5,9.1,5.7,36.3,1.2,0.3,13.8,29.1,4.9,1.9,6.9,0.136,3.4,-0.6,2.7,2.8,jacksre01
222,LeBron James,SF,31,CLE,76,2709,27.5,0.588,0.199,0.347,4.7,18.8,11.8,36.0,2.0,1.5,13.2,31.4,9.6,4.0,13.6,0.242,7.0,2.0,9.0,7.5,jamesle01
223,Al Jefferson,C,31,CHO,47,1096,18.2,0.507,0.0,0.22,5.6,24.6,15.0,11.8,1.4,3.0,5.8,24.2,1.0,1.8,2.8,0.123,-0.9,0.4,-0.5,0.4,jeffeal01
224,Cory Jefferson,PF,25,PHO,8,50,12.7,0.446,0.045,0.273,12.7,22.2,17.4,0.0,0.0,1.6,0.0,21.0,0.0,0.0,0.1,0.07,-2.7,-3.7,-6.4,-0.1,jeffeco01
225,Richard Jefferson,SF,35,CLE,74,1326,9.7,0.585,0.554,0.279,1.3,9.6,5.5,6.4,1.3,0.9,10.9,13.4,1.4,1.3,2.7,0.099,-1.6,0.5,-1.2,0.3,jefferi01
226,John Jenkins,SG,24,TOT,43,480,10.0,0.522,0.319,0.15,1.8,11.3,6.5,11.7,0.8,0.2,13.7,18.1,0.0,0.2,0.2,0.022,-1.9,-1.0,-2.9,-0.1,jenkijo01
226,John Jenkins,SG,24,DAL,21,193,7.2,0.466,0.271,0.129,2.3,10.2,6.3,7.6,0.8,0.0,12.9,20.1,-0.2,0.1,-0.1,-0.033,-4.3,-1.3,-5.7,-0.2,jenkijo01
226,John Jenkins,SG,24,PHO,22,287,11.9,0.564,0.356,0.167,1.5,12.0,6.6,14.4,0.8,0.3,14.2,16.7,0.3,0.1,0.4,0.059,-0.3,-0.7,-1.1,0.1,jenkijo01
227,Brandon Jennings,PG,26,TOT,48,868,13.7,0.491,0.51,0.257,2.0,10.4,6.1,29.2,1.7,0.7,14.4,20.0,0.8,0.7,1.5,0.082,0.2,-0.7,-0.4,0.3,jennibr01
227,Brandon Jennings,PG,26,DET,23,416,13.1,0.491,0.538,0.266,1.3,11.2,6.0,25.7,1.3,0.4,12.1,19.0,0.4,0.4,0.8,0.094,0.1,-0.2,0.0,0.2,jennibr01
227,Brandon Jennings,PG,26,ORL,25,452,14.3,0.49,0.484,0.248,2.7,9.7,6.1,32.4,2.0,0.9,16.4,20.9,0.3,0.4,0.7,0.071,0.3,-1.2,-0.8,0.1,jennibr01
228,Jonas Jerebko,PF,28,BOS,78,1176,10.3,0.531,0.378,0.273,6.8,19.4,13.0,7.4,0.8,1.6,14.0,13.5,0.9,1.5,2.4,0.097,-2.0,0.0,-2.0,0.0,jerebjo01
229,Amir Johnson,PF,28,BOS,79,1800,16.0,0.602,0.101,0.284,10.3,19.6,14.9,11.4,1.4,3.6,16.4,13.6,3.0,2.9,5.9,0.158,-0.4,1.6,1.2,1.4,johnsam01
230,Chris Johnson,SF,25,UTA,70,857,8.2,0.482,0.51,0.216,3.7,14.3,9.0,8.0,2.0,2.0,15.8,13.6,-0.1,1.2,1.1,0.059,-3.3,1.3,-2.0,0.0,johnsch04
231,James Johnson,PF,28,TOR,57,926,11.4,0.532,0.275,0.283,3.5,11.9,7.8,11.4,1.6,2.9,16.7,15.9,0.3,1.0,1.3,0.068,-1.5,0.5,-1.0,0.2,johnsja01
232,Joe Johnson,SF,34,TOT,81,2703,12.0,0.538,0.364,0.165,2.0,10.2,6.1,18.0,1.1,0.1,14.7,17.9,1.9,0.8,2.7,0.048,-0.6,-1.3,-1.9,0.1,johnsjo02
232,Joe Johnson,SF,34,BRK,57,1934,10.7,0.512,0.377,0.178,1.9,11.2,6.5,18.0,1.0,0.1,15.0,17.8,0.6,0.2,0.7,0.018,-1.2,-1.4,-2.6,-0.3,johnsjo02
232,Joe Johnson,SF,34,MIA,24,769,15.2,0.603,0.335,0.135,2.3,7.6,5.0,17.9,1.4,0.2,13.9,18.4,1.3,0.6,2.0,0.123,0.8,-1.0,-0.1,0.4,johnsjo02
233,Orlando Johnson,SG,26,TOT,7,101,3.6,0.346,0.294,0.235,4.2,12.3,8.1,2.7,1.5,2.4,9.6,17.8,-0.2,0.1,-0.2,-0.087,-6.5,-1.8,-8.3,-0.2,johnsor01
233,Orlando Johnson,SG,26,PHO,2,47,10.1,0.407,0.294,0.353,6.8,14.2,10.4,0.0,2.1,5.2,4.8,18.7,0.0,0.1,0.0,0.026,-3.2,0.8,-2.4,0.0,johnsor01
233,Orlando Johnson,SG,26,NOP,5,54,-2.1,0.28,0.294,0.118,2.0,10.6,6.2,5.1,0.9,0.0,14.4,17.1,-0.2,0.0,-0.2,-0.185,-9.3,-4.1,-13.4,-0.2,johnsor01
234,Stanley Johnson,SF,19,DET,73,1687,8.7,0.46,0.342,0.17,3.6,16.7,9.9,10.8,1.6,0.5,15.0,19.6,-1.3,1.9,0.6,0.018,-3.5,0.2,-3.3,-0.5,johnsst04
235,Tyler Johnson,SG,23,MIA,36,863,13.8,0.579,0.292,0.263,3.8,10.3,7.2,13.9,1.4,1.2,14.8,16.8,1.2,0.9,2.0,0.113,-0.1,0.7,0.7,0.6,johnsty01
236,Wesley Johnson,SF,28,LAC,80,1666,11.0,0.513,0.6,0.089,2.5,13.6,8.1,4.4,2.7,2.6,9.2,16.0,0.0,2.7,2.6,0.076,-1.7,1.5,-0.2,0.8,johnswe01
237,Nikola Joki?,C,20,DEN,80,1733,21.5,0.582,0.14,0.317,11.4,24.7,17.9,18.1,2.3,2.3,13.2,19.9,4.5,2.2,6.7,0.185,2.6,1.3,3.9,2.6,jokicni01
238,Dahntay Jones,SF,35,CLE,1,42,10.3,0.464,0.143,0.0,2.7,10.7,6.7,7.3,1.2,3.9,0.0,15.1,0.0,0.1,0.1,0.096,-2.7,-0.3,-3.0,0.0,jonesda02
239,James Jones,SF,35,CLE,48,463,11.6,0.58,0.732,0.183,2.0,10.2,6.1,4.5,1.2,1.8,7.8,16.2,0.7,0.5,1.2,0.12,-0.2,-0.1,-0.3,0.2,jonesja02
240,Terrence Jones,PF,24,HOU,50,1044,13.5,0.519,0.215,0.316,6.5,15.9,11.1,6.3,1.1,3.1,10.5,19.3,0.8,0.7,1.5,0.068,-0.9,-1.2,-2.1,0.0,joneste01
241,Tyus Jones,PG,19,MIN,37,573,11.2,0.45,0.34,0.25,1.4,8.0,4.8,27.7,2.7,0.4,16.0,16.1,0.0,0.3,0.3,0.027,-1.9,-0.5,-2.4,-0.1,jonesty01
242,DeAndre Jordan,C,27,LAC,77,2598,20.6,0.628,0.002,1.219,11.4,32.7,22.2,5.3,1.0,5.4,12.1,15.4,6.0,5.5,11.5,0.213,1.5,1.3,2.8,3.2,jordade01
243,Cory Joseph,SG,24,TOR,80,2046,12.4,0.512,0.188,0.297,2.2,9.4,5.9,19.3,1.6,0.8,13.4,17.0,1.8,1.7,3.5,0.082,-1.1,-0.1,-1.2,0.4,josepco01
244,Chris Kaman,C,33,POR,16,112,11.1,0.496,0.093,0.07,6.8,16.5,11.6,15.8,0.4,0.7,15.3,20.4,0.0,0.1,0.1,0.037,-2.6,-1.0,-3.6,0.0,kamanch01
245,Frank Kaminsky,C,22,CHO,81,1708,12.5,0.513,0.385,0.282,4.4,17.2,10.7,9.0,1.1,2.0,8.9,17.1,1.2,2.1,3.3,0.093,-1.0,0.2,-0.8,0.5,kaminfr01
246,Sergey Karasev,SF,22,BRK,40,399,8.5,0.562,0.5,0.378,2.2,14.3,8.2,12.2,0.8,0.4,20.3,12.1,0.2,0.1,0.3,0.031,-2.3,-1.4,-3.8,-0.2,karasse01
247,Sasha Kaun,C,30,CLE,25,95,12.5,0.527,0.0,0.647,14.4,16.5,15.5,4.5,2.2,4.3,24.3,13.7,0.0,0.2,0.2,0.096,-3.3,0.5,-2.8,0.0,kaunsa01
248,Ryan Kelly,PF,24,LAL,36,470,10.3,0.44,0.248,0.362,4.6,23.7,13.8,6.9,1.4,1.7,9.4,17.9,-0.3,0.3,0.1,0.005,-2.9,-0.6,-3.5,-0.2,kellyry01
249,Michael Kidd-Gilchrist,SF,22,CHO,7,205,16.9,0.603,0.115,0.475,6.3,17.8,12.0,7.3,0.7,1.2,9.8,18.0,0.4,0.2,0.6,0.152,0.2,-0.2,0.0,0.1,kiddgmi01
250,Sean Kilpatrick,SG,26,TOT,31,616,15.6,0.576,0.422,0.248,2.1,8.2,5.1,8.0,1.0,0.3,9.4,23.8,1.0,0.0,1.0,0.076,1.0,-3.1,-2.2,0.0,kilpase01
250,Sean Kilpatrick,SG,26,DEN,8,82,8.0,0.551,0.81,0.381,2.7,5.5,4.1,5.4,1.2,0.0,14.0,15.2,0.0,0.0,0.1,0.037,-2.3,-1.4,-3.8,0.0,kilpase01
250,Sean Kilpatrick,SG,26,BRK,23,534,16.7,0.578,0.39,0.237,2.1,8.6,5.3,8.4,0.9,0.3,8.9,25.2,0.9,0.0,0.9,0.082,1.5,-3.4,-1.9,0.0,kilpase01
251,Brandon Knight,SG,24,PHO,52,1870,14.7,0.522,0.392,0.204,2.0,9.9,5.9,24.4,1.6,0.9,15.4,26.2,0.7,0.9,1.7,0.043,0.9,-1.5,-0.6,0.6,knighbr03
252,Kyle Korver,SG,34,ATL,80,2401,9.7,0.578,0.644,0.088,0.7,10.9,5.9,9.9,1.2,1.1,13.3,13.7,1.2,2.9,4.1,0.082,-1.5,0.6,-1.0,0.6,korveky01
